stimulus,spectral_centroid_hz,elevation,draw_index
stim273_airplane_taking_off.wav,2094.8511676695657,19.0,2
stim273_airplane_taking_off.wav,2094.8511676695657,21.0,3
stim273_airplane_taking_off.wav,2094.8511676695657,10.0,4
stim273_airplane_taking_off.wav,2094.8511676695657,10.0,5
stim273_airplane_taking_off.wav,2094.8511676695657,16.0,6
stim273_airplane_taking_off.wav,2094.8511676695657,6.0,7
stim273_airplane_taking_off.wav,2094.8511676695657,17.0,8
stim273_airplane_taking_off.wav,2094.8511676695657,9.0,9
stim273_airplane_taking_off.wav,2094.8511676695657,2.0,10
stim276_pouring_liquid.wav,2475.7324536115484,2.0,1
stim276_pouring_liquid.wav,2475.7324536115484,19.0,2
stim276_pouring_liquid.wav,2475.7324536115484,1.0,3
stim276_pouring_liquid.wav,2475.7324536115484,7.0,4
stim276_pouring_liquid.wav,2475.7324536115484,8.0,5
stim276_pouring_liquid.wav,2475.7324536115484,4.0,6
stim276_pouring_liquid.wav,2475.7324536115484,7.0,7
stim276_pouring_liquid.wav,2475.7324536115484,16.0,8
stim276_pouring_liquid.wav,2475.7324536115484,0.0,9
stim276_pouring_liquid.wav,2475.7324536115484,19.0,10
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,24.0,1
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,12.0,2
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,7.0,3
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,17.0,4
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,6.0,5
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,12.0,6
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,29.0,7
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,37.0,8
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,21.0,9
stim277_pouring_water_out_of_bottle.wav,3325.168354007767,11.0,10
stim279_printing.wav,6878.291730982058,38.0,1
stim279_printing.wav,6878.291730982058,38.0,2
stim279_printing.wav,6878.291730982058,31.0,3
stim279_printing.wav,6878.291730982058,37.0,4
stim279_printing.wav,6878.291730982058,14.0,5
stim279_printing.wav,6878.291730982058,26.0,6
stim279_printing.wav,6878.291730982058,34.0,7
stim279_printing.wav,6878.291730982058,25.0,8
stim279_printing.wav,6878.291730982058,25.0,9
stim279_printing.wav,6878.291730982058,42.0,10
stim283_contemporary_rb.wav,2669.8829164317144,31.0,1
stim283_contemporary_rb.wav,2669.8829164317144,13.0,2
stim283_contemporary_rb.wav,2669.8829164317144,20.0,3
stim283_contemporary_rb.wav,2669.8829164317144,31.0,4
stim283_contemporary_rb.wav,2669.8829164317144,4.0,5
stim283_contemporary_rb.wav,2669.8829164317144,11.0,6
stim283_contemporary_rb.wav,2669.8829164317144,10.0,7
stim283_contemporary_rb.wav,2669.8829164317144,2.0,8
stim283_contemporary_rb.wav,2669.8829164317144,17.0,9
stim283_contemporary_rb.wav,2669.8829164317144,10.0,10
stim285_radio_or_tv_static.wav,2677.383529384783,11.0,1
stim285_radio_or_tv_static.wav,2677.383529384783,4.0,2
stim285_radio_or_tv_static.wav,2677.383529384783,5.0,3
stim285_radio_or_tv_static.wav,2677.383529384783,23.0,4
stim285_radio_or_tv_static.wav,2677.383529384783,1.0,5
stim285_radio_or_tv_static.wav,2677.383529384783,6.0,6
stim285_radio_or_tv_static.wav,2677.383529384783,8.0,7
stim285_radio_or_tv_static.wav,2677.383529384783,12.0,8
stim285_radio_or_tv_static.wav,2677.383529384783,14.0,9
stim285_radio_or_tv_static.wav,2677.383529384783,12.0,10
stim289_rap_song.wav,2466.6294947036176,2.0,1
stim289_rap_song.wav,2466.6294947036176,6.0,2
stim289_rap_song.wav,2466.6294947036176,19.0,3
stim289_rap_song.wav,2466.6294947036176,14.0,4
stim289_rap_song.wav,2466.6294947036176,14.0,5
stim289_rap_song.wav,2466.6294947036176,14.0,6
stim289_rap_song.wav,2466.6294947036176,17.0,7
stim289_rap_song.wav,2466.6294947036176,1.0,8
stim289_rap_song.wav,2466.6294947036176,8.0,9
stim289_rap_song.wav,2466.6294947036176,12.0,10
stim28_big_band_music.wav,2310.3762375723204,7.0,1
stim28_big_band_music.wav,2310.3762375723204,18.0,2
stim28_big_band_music.wav,2310.3762375723204,10.0,3
stim28_big_band_music.wav,2310.3762375723204,16.0,4
stim28_big_band_music.wav,2310.3762375723204,19.0,5
stim28_big_band_music.wav,2310.3762375723204,10.0,6
stim28_big_band_music.wav,2310.3762375723204,21.0,7
stim28_big_band_music.wav,2310.3762375723204,12.0,8
stim28_big_band_music.wav,2310.3762375723204,19.0,9
stim28_big_band_music.wav,2310.3762375723204,7.0,10
stim292_crow.wav,2891.9809563038298,13.0,1
stim292_crow.wav,2891.9809563038298,13.0,2
stim292_crow.wav,2891.9809563038298,4.0,3
stim292_crow.wav,2891.9809563038298,11.0,4
stim292_crow.wav,2891.9809563038298,24.0,5
stim292_crow.wav,2891.9809563038298,15.0,6
stim292_crow.wav,2891.9809563038298,6.0,7
stim292_crow.wav,2891.9809563038298,9.0,8
stim292_crow.wav,2891.9809563038298,6.0,9
stim292_crow.wav,2891.9809563038298,1.0,10
stim293_whistle.wav,3165.1284485093233,26.0,1
stim293_whistle.wav,3165.1284485093233,13.0,2
stim293_whistle.wav,3165.1284485093233,10.0,3
stim293_whistle.wav,3165.1284485093233,16.0,4
stim293_whistle.wav,3165.1284485093233,0.0,5
stim293_whistle.wav,3165.1284485093233,9.0,6
stim293_whistle.wav,3165.1284485093233,18.0,7
stim293_whistle.wav,3165.1284485093233,17.0,8
stim293_whistle.wav,3165.1284485093233,32.0,9
stim293_whistle.wav,3165.1284485093233,17.0,10
stim296_rock_guitar_solo.wav,3185.499831917774,14.0,1
stim296_rock_guitar_solo.wav,3185.499831917774,20.0,2
stim296_rock_guitar_solo.wav,3185.499831917774,25.0,3
stim296_rock_guitar_solo.wav,3185.499831917774,19.0,4
stim296_rock_guitar_solo.wav,3185.499831917774,29.0,5
stim296_rock_guitar_solo.wav,3185.499831917774,21.0,6
stim296_rock_guitar_solo.wav,3185.499831917774,23.0,7
stim296_rock_guitar_solo.wav,3185.499831917774,5.0,8
stim296_rock_guitar_solo.wav,3185.499831917774,19.0,9
stim296_rock_guitar_solo.wav,3185.499831917774,13.0,10
stim298_contemporary_rock_song.wav,3615.7237183487086,17.0,1
stim298_contemporary_rock_song.wav,3615.7237183487086,20.0,2
stim298_contemporary_rock_song.wav,3615.7237183487086,32.0,3
stim298_contemporary_rock_song.wav,3615.7237183487086,35.0,4
stim298_contemporary_rock_song.wav,3615.7237183487086,12.0,5
stim298_contemporary_rock_song.wav,3615.7237183487086,21.0,6
stim298_contemporary_rock_song.wav,3615.7237183487086,22.0,7
stim298_contemporary_rock_song.wav,3615.7237183487086,13.0,8
stim298_contemporary_rock_song.wav,3615.7237183487086,7.0,9
stim298_contemporary_rock_song.wav,3615.7237183487086,3.0,10
stim29_biting_and_chewing.wav,4305.081711880377,26.0,1
stim29_biting_and_chewing.wav,4305.081711880377,19.0,2
stim29_biting_and_chewing.wav,4305.081711880377,39.0,3
stim29_biting_and_chewing.wav,4305.081711880377,19.0,4
stim29_biting_and_chewing.wav,4305.081711880377,37.0,5
stim29_biting_and_chewing.wav,4305.081711880377,18.0,6
stim29_biting_and_chewing.wav,4305.081711880377,27.0,7
stim29_biting_and_chewing.wav,4305.081711880377,8.0,8
stim29_biting_and_chewing.wav,4305.081711880377,21.0,9
stim29_biting_and_chewing.wav,4305.081711880377,27.0,10
stim309_running_up_stairs.wav,2621.3617167105735,23.0,1
stim309_running_up_stairs.wav,2621.3617167105735,19.0,2
stim309_running_up_stairs.wav,2621.3617167105735,1.0,3
stim309_running_up_stairs.wav,2621.3617167105735,9.0,4
stim309_running_up_stairs.wav,2621.3617167105735,1.0,5
stim309_running_up_stairs.wav,2621.3617167105735,3.0,6
stim309_running_up_stairs.wav,2621.3617167105735,15.0,7
stim309_running_up_stairs.wav,2621.3617167105735,16.0,8
stim309_running_up_stairs.wav,2621.3617167105735,18.0,9
stim309_running_up_stairs.wav,2621.3617167105735,21.0,10
stim312_wind.wav,766.2028050271291,10.0,1
stim312_wind.wav,766.2028050271291,11.0,2
stim312_wind.wav,766.2028050271291,0.0,3
stim312_wind.wav,766.2028050271291,2.0,4
stim312_wind.wav,766.2028050271291,8.0,5
stim312_wind.wav,766.2028050271291,13.0,6
stim312_wind.wav,766.2028050271291,0.0,7
stim312_wind.wav,766.2028050271291,6.0,8
stim312_wind.wav,766.2028050271291,9.0,9
stim312_wind.wav,766.2028050271291,0.0,10
stim315_saxophone_jazz_solo.wav,2796.942252132295,10.0,1
stim315_saxophone_jazz_solo.wav,2796.942252132295,23.0,2
stim315_saxophone_jazz_solo.wav,2796.942252132295,16.0,3
stim315_saxophone_jazz_solo.wav,2796.942252132295,7.0,4
stim315_saxophone_jazz_solo.wav,2796.942252132295,21.0,5
stim315_saxophone_jazz_solo.wav,2796.942252132295,9.0,6
stim315_saxophone_jazz_solo.wav,2796.942252132295,21.0,7
stim315_saxophone_jazz_solo.wav,2796.942252132295,8.0,8
stim315_saxophone_jazz_solo.wav,2796.942252132295,14.0,9
stim315_saxophone_jazz_solo.wav,2796.942252132295,10.0,10
stim317_horror_film_sound_effects.wav,1602.1686224021869,4.0,1
stim317_horror_film_sound_effects.wav,1602.1686224021869,17.0,2
stim317_horror_film_sound_effects.wav,1602.1686224021869,3.0,3
stim317_horror_film_sound_effects.wav,1602.1686224021869,1.0,4
stim317_horror_film_sound_effects.wav,1602.1686224021869,5.0,5
stim317_horror_film_sound_effects.wav,1602.1686224021869,12.0,6
stim317_horror_film_sound_effects.wav,1602.1686224021869,14.0,7
stim317_horror_film_sound_effects.wav,1602.1686224021869,32.0,8
stim317_horror_film_sound_effects.wav,1602.1686224021869,5.0,9
stim317_horror_film_sound_effects.wav,1602.1686224021869,6.0,10
stim318_school_bell.wav,8718.058868705133,34.0,1
stim318_school_bell.wav,8718.058868705133,45.0,2
stim318_school_bell.wav,8718.058868705133,60.0,3
stim318_school_bell.wav,8718.058868705133,48.0,4
stim318_school_bell.wav,8718.058868705133,45.0,5
stim318_school_bell.wav,8718.058868705133,41.0,6
stim318_school_bell.wav,8718.058868705133,54.0,7
stim318_school_bell.wav,8718.058868705133,43.0,8
stim318_school_bell.wav,8718.058868705133,34.0,9
stim318_school_bell.wav,8718.058868705133,40.0,10
stim31_blender.wav,3724.773582945666,5.0,1
stim31_blender.wav,3724.773582945666,10.0,2
stim31_blender.wav,3724.773582945666,2.0,3
stim31_blender.wav,3724.773582945666,16.0,4
stim31_blender.wav,3724.773582945666,20.0,5
stim31_blender.wav,3724.773582945666,13.0,6
stim31_blender.wav,3724.773582945666,15.0,7
stim31_blender.wav,3724.773582945666,32.0,8
stim31_blender.wav,3724.773582945666,22.0,9
stim31_blender.wav,3724.773582945666,18.0,10
stim320_scratching.wav,10254.740870494225,46.0,1
stim320_scratching.wav,10254.740870494225,58.0,2
stim320_scratching.wav,10254.740870494225,44.0,3
stim320_scratching.wav,10254.740870494225,47.0,4
stim320_scratching.wav,10254.740870494225,58.0,5
stim320_scratching.wav,10254.740870494225,51.0,6
stim320_scratching.wav,10254.740870494225,55.0,7
stim320_scratching.wav,10254.740870494225,52.0,8
stim320_scratching.wav,10254.740870494225,53.0,9
stim320_scratching.wav,10254.740870494225,46.0,10
stim321_scream.wav,2402.871532491234,6.0,1
stim321_scream.wav,2402.871532491234,7.0,2
stim321_scream.wav,2402.871532491234,4.0,3
stim321_scream.wav,2402.871532491234,20.0,4
stim321_scream.wav,2402.871532491234,7.0,5
stim321_scream.wav,2402.871532491234,12.0,6
stim321_scream.wav,2402.871532491234,17.0,7
stim321_scream.wav,2402.871532491234,17.0,8
stim321_scream.wav,2402.871532491234,10.0,9
stim321_scream.wav,2402.871532491234,10.0,10
stim329_electric_shaver.wav,5925.171885098489,50.0,1
stim329_electric_shaver.wav,5925.171885098489,32.0,2
stim329_electric_shaver.wav,5925.171885098489,36.0,3
stim329_electric_shaver.wav,5925.171885098489,40.0,4
stim329_electric_shaver.wav,5925.171885098489,35.0,5
stim329_electric_shaver.wav,5925.171885098489,21.0,6
stim329_electric_shaver.wav,5925.171885098489,30.0,7
stim329_electric_shaver.wav,5925.171885098489,17.0,8
stim329_electric_shaver.wav,5925.171885098489,32.0,9
stim329_electric_shaver.wav,5925.171885098489,43.0,10
stim332_angry_shouting.wav,2159.6873514143376,10.0,1
stim332_angry_shouting.wav,2159.6873514143376,9.0,2
stim332_angry_shouting.wav,2159.6873514143376,0.0,3
stim332_angry_shouting.wav,2159.6873514143376,24.0,4
stim332_angry_shouting.wav,2159.6873514143376,2.0,5
stim332_angry_shouting.wav,2159.6873514143376,1.0,6
stim332_angry_shouting.wav,2159.6873514143376,5.0,7
stim332_angry_shouting.wav,2159.6873514143376,1.0,8
stim332_angry_shouting.wav,2159.6873514143376,9.0,9
stim332_angry_shouting.wav,2159.6873514143376,10.0,10
stim334_shuffling_cards.wav,3845.535106831872,13.0,1
stim334_shuffling_cards.wav,3845.535106831872,4.0,2
stim334_shuffling_cards.wav,3845.535106831872,7.0,3
stim334_shuffling_cards.wav,3845.535106831872,15.0,4
stim334_shuffling_cards.wav,3845.535106831872,5.0,5
stim334_shuffling_cards.wav,3845.535106831872,22.0,6
stim334_shuffling_cards.wav,3845.535106831872,11.0,7
stim334_shuffling_cards.wav,3845.535106831872,13.0,8
stim334_shuffling_cards.wav,3845.535106831872,15.0,9
stim334_shuffling_cards.wav,3845.535106831872,16.0,10
stim337_siren.wav,1598.972768181001,0.0,1
stim337_siren.wav,1598.972768181001,2.0,2
stim337_siren.wav,1598.972768181001,16.0,3
stim337_siren.wav,1598.972768181001,0.0,4
stim337_siren.wav,1598.972768181001,8.0,5
stim337_siren.wav,1598.972768181001,8.0,6
stim337_siren.wav,1598.972768181001,5.0,7
stim337_siren.wav,1598.972768181001,7.0,8
stim337_siren.wav,1598.972768181001,13.0,9
stim337_siren.wav,1598.972768181001,15.0,10
stim33_bluegrass.wav,2264.2399503874453,6.0,1
stim33_bluegrass.wav,2264.2399503874453,7.0,2
stim33_bluegrass.wav,2264.2399503874453,5.0,3
stim33_bluegrass.wav,2264.2399503874453,10.0,4
stim33_bluegrass.wav,2264.2399503874453,14.0,5
stim33_bluegrass.wav,2264.2399503874453,5.0,6
stim33_bluegrass.wav,2264.2399503874453,7.0,7
stim33_bluegrass.wav,2264.2399503874453,22.0,8
stim33_bluegrass.wav,2264.2399503874453,1.0,9
stim33_bluegrass.wav,2264.2399503874453,9.0,10
stim347_songbird.wav,2766.5391316790656,17.0,1
stim347_songbird.wav,2766.5391316790656,5.0,2
stim347_songbird.wav,2766.5391316790656,2.0,3
stim347_songbird.wav,2766.5391316790656,4.0,4
stim347_songbird.wav,2766.5391316790656,24.0,5
stim347_songbird.wav,2766.5391316790656,0.0,6
stim347_songbird.wav,2766.5391316790656,6.0,7
stim347_songbird.wav,2766.5391316790656,1.0,8
stim347_songbird.wav,2766.5391316790656,4.0,9
stim347_songbird.wav,2766.5391316790656,15.0,10
stim349_water_splashing.wav,5720.289084604251,21.0,1
stim349_water_splashing.wav,5720.289084604251,29.0,2
stim349_water_splashing.wav,5720.289084604251,29.0,3
stim349_water_splashing.wav,5720.289084604251,36.0,4
stim349_water_splashing.wav,5720.289084604251,5.0,5
stim349_water_splashing.wav,5720.289084604251,36.0,6
stim349_water_splashing.wav,5720.289084604251,30.0,7
stim349_water_splashing.wav,5720.289084604251,19.0,8
stim349_water_splashing.wav,5720.289084604251,34.0,9
stim349_water_splashing.wav,5720.289084604251,36.0,10
stim34_blues_band.wav,2449.4603164475534,6.0,1
stim34_blues_band.wav,2449.4603164475534,22.0,2
stim34_blues_band.wav,2449.4603164475534,10.0,3
stim34_blues_band.wav,2449.4603164475534,13.0,4
stim34_blues_band.wav,2449.4603164475534,29.0,5
stim34_blues_band.wav,2449.4603164475534,8.0,6
stim34_blues_band.wav,2449.4603164475534,18.0,7
stim34_blues_band.wav,2449.4603164475534,7.0,8
stim34_blues_band.wav,2449.4603164475534,18.0,9
stim34_blues_band.wav,2449.4603164475534,13.0,10
stim352_spraying.wav,11780.796153161076,50.0,1
stim352_spraying.wav,11780.796153161076,53.0,2
stim352_spraying.wav,11780.796153161076,52.0,3
stim352_spraying.wav,11780.796153161076,45.0,4
stim352_spraying.wav,11780.796153161076,41.0,5
stim352_spraying.wav,11780.796153161076,52.0,6
stim352_spraying.wav,11780.796153161076,40.0,7
stim352_spraying.wav,11780.796153161076,48.0,8
stim352_spraying.wav,11780.796153161076,57.0,9
stim352_spraying.wav,11780.796153161076,57.0,10
stim358_swimming.wav,2429.524593916488,16.0,1
stim358_swimming.wav,2429.524593916488,7.0,2
stim358_swimming.wav,2429.524593916488,21.0,3
stim358_swimming.wav,2429.524593916488,13.0,4
stim358_swimming.wav,2429.524593916488,3.0,5
stim358_swimming.wav,2429.524593916488,4.0,6
stim358_swimming.wav,2429.524593916488,15.0,7
stim358_swimming.wav,2429.524593916488,4.0,8
stim358_swimming.wav,2429.524593916488,11.0,9
stim358_swimming.wav,2429.524593916488,31.0,10
stim35_boiling_water.wav,2374.923698388329,0.0,1
stim35_boiling_water.wav,2374.923698388329,0.0,2
stim35_boiling_water.wav,2374.923698388329,31.0,3
stim35_boiling_water.wav,2374.923698388329,12.0,4
stim35_boiling_water.wav,2374.923698388329,3.0,5
stim35_boiling_water.wav,2374.923698388329,21.0,6
stim35_boiling_water.wav,2374.923698388329,20.0,7
stim35_boiling_water.wav,2374.923698388329,11.0,8
stim35_boiling_water.wav,2374.923698388329,13.0,9
stim35_boiling_water.wav,2374.923698388329,6.0,10
stim360_cymbal_crash.wav,4377.088645712071,6.0,1
stim360_cymbal_crash.wav,4377.088645712071,22.0,2
stim360_cymbal_crash.wav,4377.088645712071,15.0,3
stim360_cymbal_crash.wav,4377.088645712071,24.0,4
stim360_cymbal_crash.wav,4377.088645712071,28.0,5
stim360_cymbal_crash.wav,4377.088645712071,3.0,6
stim360_cymbal_crash.wav,4377.088645712071,22.0,7
stim360_cymbal_crash.wav,4377.088645712071,14.0,8
stim360_cymbal_crash.wav,4377.088645712071,30.0,9
stim360_cymbal_crash.wav,4377.088645712071,14.0,10
stim364_tearing.wav,7897.269654087599,41.0,1
stim364_tearing.wav,7897.269654087599,40.0,2
stim364_tearing.wav,7897.269654087599,37.0,3
stim364_tearing.wav,7897.269654087599,43.0,4
stim364_tearing.wav,7897.269654087599,44.0,5
stim364_tearing.wav,7897.269654087599,40.0,6
stim364_tearing.wav,7897.269654087599,45.0,7
stim364_tearing.wav,7897.269654087599,56.0,8
stim364_tearing.wav,7897.269654087599,37.0,9
stim364_tearing.wav,7897.269654087599,39.0,10
stim365_techno.wav,3268.545180014176,0.0,1
stim365_techno.wav,3268.545180014176,21.0,2
stim365_techno.wav,3268.545180014176,15.0,3
stim365_techno.wav,3268.545180014176,13.0,4
stim365_techno.wav,3268.545180014176,5.0,5
stim365_techno.wav,3268.545180014176,25.0,6
stim365_techno.wav,3268.545180014176,12.0,7
stim365_techno.wav,3268.545180014176,18.0,8
stim365_techno.wav,3268.545180014176,6.0,9
stim365_techno.wav,3268.545180014176,29.0,10
stim366_telephone_ringing.wav,8211.175954391361,33.0,1
stim366_telephone_ringing.wav,8211.175954391361,33.0,2
stim366_telephone_ringing.wav,8211.175954391361,50.0,3
stim366_telephone_ringing.wav,8211.175954391361,52.0,4
stim366_telephone_ringing.wav,8211.175954391361,34.0,5
stim366_telephone_ringing.wav,8211.175954391361,40.0,6
stim366_telephone_ringing.wav,8211.175954391361,46.0,7
stim366_telephone_ringing.wav,8211.175954391361,50.0,8
stim366_telephone_ringing.wav,8211.175954391361,38.0,9
stim366_telephone_ringing.wav,8211.175954391361,41.0,10
stim368_thunder.wav,1373.4929453391317,12.0,1
stim368_thunder.wav,1373.4929453391317,11.0,2
stim368_thunder.wav,1373.4929453391317,13.0,3
stim368_thunder.wav,1373.4929453391317,8.0,4
stim368_thunder.wav,1373.4929453391317,1.0,5
stim368_thunder.wav,1373.4929453391317,17.0,6
stim368_thunder.wav,1373.4929453391317,15.0,7
stim368_thunder.wav,1373.4929453391317,13.0,8
stim368_thunder.wav,1373.4929453391317,1.0,9
stim368_thunder.wav,1373.4929453391317,3.0,10
stim370_toothbrushing.wav,7590.229015725749,43.0,1
stim370_toothbrushing.wav,7590.229015725749,20.0,2
stim370_toothbrushing.wav,7590.229015725749,54.0,3
stim370_toothbrushing.wav,7590.229015725749,35.0,4
stim370_toothbrushing.wav,7590.229015725749,42.0,5
stim370_toothbrushing.wav,7590.229015725749,48.0,6
stim370_toothbrushing.wav,7590.229015725749,35.0,7
stim370_toothbrushing.wav,7590.229015725749,33.0,8
stim370_toothbrushing.wav,7590.229015725749,40.0,9
stim370_toothbrushing.wav,7590.229015725749,39.0,10
stim371_squeaky_toy.wav,4812.763977734016,20.0,1
stim371_squeaky_toy.wav,4812.763977734016,25.0,2
stim371_squeaky_toy.wav,4812.763977734016,35.0,3
stim371_squeaky_toy.wav,4812.763977734016,22.0,4
stim371_squeaky_toy.wav,4812.763977734016,15.0,5
stim371_squeaky_toy.wav,4812.763977734016,20.0,6
stim371_squeaky_toy.wav,4812.763977734016,20.0,7
stim371_squeaky_toy.wav,4812.763977734016,13.0,8
stim371_squeaky_toy.wav,4812.763977734016,14.0,9
stim371_squeaky_toy.wav,4812.763977734016,27.0,10
stim373_train_warning_bell.wav,2360.357169620642,8.0,1
stim373_train_warning_bell.wav,2360.357169620642,24.0,2
stim373_train_warning_bell.wav,2360.357169620642,6.0,3
stim373_train_warning_bell.wav,2360.357169620642,2.0,4
stim373_train_warning_bell.wav,2360.357169620642,16.0,5
stim373_train_warning_bell.wav,2360.357169620642,20.0,6
stim373_train_warning_bell.wav,2360.357169620642,6.0,7
stim373_train_warning_bell.wav,2360.357169620642,5.0,8
stim373_train_warning_bell.wav,2360.357169620642,4.0,9
stim373_train_warning_bell.wav,2360.357169620642,11.0,10
stim375_train_whistle.wav,1662.3792789534614,8.0,1
stim375_train_whistle.wav,1662.3792789534614,4.0,2
stim375_train_whistle.wav,1662.3792789534614,0.0,3
stim375_train_whistle.wav,1662.3792789534614,8.0,4
stim375_train_whistle.wav,1662.3792789534614,21.0,5
stim375_train_whistle.wav,1662.3792789534614,11.0,6
stim375_train_whistle.wav,1662.3792789534614,8.0,7
stim375_train_whistle.wav,1662.3792789534614,2.0,8
stim375_train_whistle.wav,1662.3792789534614,4.0,9
stim375_train_whistle.wav,1662.3792789534614,5.0,10
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,13.0,1
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,17.0,2
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,18.0,3
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,25.0,4
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,25.0,5
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,21.0,6
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,1.0,7
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,2.0,8
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,5.0,9
stim383_truck_beeping_while_backing_up.wav,1675.6488418501517,9.0,10
stim384_trumpet_jazz_solo.wav,1568.2016956064317,1.0,1
stim384_trumpet_jazz_solo.wav,1568.2016956064317,15.0,2
stim384_trumpet_jazz_solo.wav,1568.2016956064317,10.0,3
stim384_trumpet_jazz_solo.wav,1568.2016956064317,8.0,4
stim384_trumpet_jazz_solo.wav,1568.2016956064317,2.0,5
stim384_trumpet_jazz_solo.wav,1568.2016956064317,4.0,6
stim384_trumpet_jazz_solo.wav,1568.2016956064317,2.0,7
stim384_trumpet_jazz_solo.wav,1568.2016956064317,15.0,8
stim384_trumpet_jazz_solo.wav,1568.2016956064317,9.0,9
stim384_trumpet_jazz_solo.wav,1568.2016956064317,12.0,10
stim387_typing.wav,3457.4630946778366,11.0,1
stim387_typing.wav,3457.4630946778366,13.0,2
stim387_typing.wav,3457.4630946778366,13.0,3
stim387_typing.wav,3457.4630946778366,21.0,4
stim387_typing.wav,3457.4630946778366,22.0,5
stim387_typing.wav,3457.4630946778366,9.0,6
stim387_typing.wav,3457.4630946778366,29.0,7
stim387_typing.wav,3457.4630946778366,6.0,8
stim387_typing.wav,3457.4630946778366,26.0,9
stim387_typing.wav,3457.4630946778366,5.0,10
stim38_boy_speaking.wav,3789.837156438338,12.0,1
stim38_boy_speaking.wav,3789.837156438338,26.0,2
stim38_boy_speaking.wav,3789.837156438338,9.0,3
stim38_boy_speaking.wav,3789.837156438338,15.0,4
stim38_boy_speaking.wav,3789.837156438338,16.0,5
stim38_boy_speaking.wav,3789.837156438338,11.0,6
stim38_boy_speaking.wav,3789.837156438338,22.0,7
stim38_boy_speaking.wav,3789.837156438338,26.0,8
stim38_boy_speaking.wav,3789.837156438338,27.0,9
stim38_boy_speaking.wav,3789.837156438338,14.0,10
stim391_vacuum.wav,4089.4132431572025,19.0,1
stim391_vacuum.wav,4089.4132431572025,13.0,2
stim391_vacuum.wav,4089.4132431572025,13.0,3
stim391_vacuum.wav,4089.4132431572025,10.0,4
stim391_vacuum.wav,4089.4132431572025,32.0,5
stim391_vacuum.wav,4089.4132431572025,29.0,6
stim391_vacuum.wav,4089.4132431572025,25.0,7
stim391_vacuum.wav,4089.4132431572025,19.0,8
stim391_vacuum.wav,4089.4132431572025,18.0,9
stim391_vacuum.wav,4089.4132431572025,19.0,10
stim392_velcro.wav,8630.618563619551,44.0,1
stim392_velcro.wav,8630.618563619551,41.0,2
stim392_velcro.wav,8630.618563619551,33.0,3
stim392_velcro.wav,8630.618563619551,33.0,4
stim392_velcro.wav,8630.618563619551,56.0,5
stim392_velcro.wav,8630.618563619551,42.0,6
stim392_velcro.wav,8630.618563619551,56.0,7
stim392_velcro.wav,8630.618563619551,34.0,8
stim392_velcro.wav,8630.618563619551,44.0,9
stim392_velcro.wav,8630.618563619551,36.0,10
stim393_video_game_music.wav,3672.758780294152,11.0,1
stim393_video_game_music.wav,3672.758780294152,2.0,2
stim393_video_game_music.wav,3672.758780294152,7.0,3
stim393_video_game_music.wav,3672.758780294152,28.0,4
stim393_video_game_music.wav,3672.758780294152,13.0,5
stim393_video_game_music.wav,3672.758780294152,19.0,6
stim393_video_game_music.wav,3672.758780294152,16.0,7
stim393_video_game_music.wav,3672.758780294152,14.0,8
stim393_video_game_music.wav,3672.758780294152,17.0,9
stim393_video_game_music.wav,3672.758780294152,9.0,10
stim394_violin.wav,1816.2302320285623,27.0,1
stim394_violin.wav,1816.2302320285623,15.0,2
stim394_violin.wav,1816.2302320285623,13.0,3
stim394_violin.wav,1816.2302320285623,8.0,4
stim394_violin.wav,1816.2302320285623,3.0,5
stim394_violin.wav,1816.2302320285623,19.0,6
stim394_violin.wav,1816.2302320285623,6.0,7
stim394_violin.wav,1816.2302320285623,1.0,8
stim394_violin.wav,1816.2302320285623,6.0,9
stim394_violin.wav,1816.2302320285623,15.0,10
stim398_walking_on_gravel.wav,5643.043607465733,30.0,1
stim398_walking_on_gravel.wav,5643.043607465733,33.0,2
stim398_walking_on_gravel.wav,5643.043607465733,34.0,3
stim398_walking_on_gravel.wav,5643.043607465733,20.0,4
stim398_walking_on_gravel.wav,5643.043607465733,39.0,5
stim398_walking_on_gravel.wav,5643.043607465733,25.0,6
stim398_walking_on_gravel.wav,5643.043607465733,30.0,7
stim398_walking_on_gravel.wav,5643.043607465733,3.0,8
stim398_walking_on_gravel.wav,5643.043607465733,48.0,9
stim398_walking_on_gravel.wav,5643.043607465733,22.0,10
